text,condition,record_type,clean_text
"Cat's ears are very itchy and painful, she cries when I touch them.",Parasites,Owner Observation,"Cat's ears are very itchy and painful, she cries when I touch them."
Cat has a soft tissue injury (sprain/strain).,Mobility Problems,Owner Observation,Cat has a soft tissue injury (sprain/strain).
"Prescribe broad-spectrum dewormer (e.g., fenbendazole, pyrantel/praziquantel combo) based on fecal results.",Parasites,Clinical Notes,"Prescribe broad-spectrum dewormer (e.g., fenbendazole, pyrantel/praziquantel combo) based on fecal results."
Rectal stricture identified on digital exam.,Digestive Issues,Clinical Notes,Rectal stricture identified on digital exam.
Constipation noted; administer enema and start lactulose.,Digestive Issues,Clinical Notes,Constipation noted; administer enema and start lactulose.
The dog keeps licking one spot on his front leg until it's raw.,Skin Irritations,Owner Observation,The dog keeps licking one spot on his front leg until it's raw.
Cat walks very slowly and cautiously.,Mobility Problems,Owner Observation,Cat walks very slowly and cautiously.
"My cat has Toxoplasma, I'm pregnant and concerned.",Parasites,Owner Observation,"My cat has Toxoplasma, I'm pregnant and concerned."
"Supportive care (fluids, nutritional support) for severely debilitated animals.",Parasites,Clinical Notes,"Supportive care (fluids, nutritional support) for severely debilitated animals."
My puppy has dandruff only a few days after a bath.,Skin Irritations,Owner Observation,My puppy has dandruff only a few days after a bath.
My cat tested positive for Giardia after having diarrhea.,Parasites,Owner Observation,My cat tested positive for Giardia after having diarrhea.
My dog's paw pads are cracked and bleeding.,Skin Irritations,Owner Observation,My dog's paw pads are cracked and bleeding.
Cervical spondylomyelopathy (Wobbler syndrome) suspected; MRI needed for definitive diagnosis and surgical planning.,Mobility Problems,Clinical Notes,Cervical spondylomyelopathy (Wobbler syndrome) suspected; MRI needed for definitive diagnosis and surgical planning.
"My puppy seems to have a sensitive stomach, gets diarrhea easily.",Digestive Issues,Owner Observation,"My puppy seems to have a sensitive stomach, gets diarrhea easily."
"Mild weight-bearing lameness RF (Grade 2/5), worse after rest.",Mobility Problems,Clinical Notes,"Mild weight-bearing lameness RF (Grade 2/5), worse after rest."
My cat's ear infection is resistant to multiple antibiotics.,Ear Infections,Owner Observation,My cat's ear infection is resistant to multiple antibiotics.
Cheyletiella mites ('walking dandruff') identified on surface tape prep.,Skin Irritations,Clinical Notes,Cheyletiella mites ('walking dandruff') identified on surface tape prep.
Cat developed sudden loss of balance and circling.,Ear Infections,Owner Observation,Cat developed sudden loss of balance and circling.
Trial of amantadine added to NSAID/gabapentin for refractory OA pain (NMDA receptor antagonist).,Mobility Problems,Clinical Notes,Trial of amantadine added to NSAID/gabapentin for refractory OA pain (NMDA receptor antagonist).
Administer Capstar (nitenpyram) for rapid flea kill.,Parasites,Clinical Notes,Administer Capstar (nitenpyram) for rapid flea kill.
"My dog has scabies, and now I'm itchy too!",Parasites,Owner Observation,"My dog has scabies, and now I'm itchy too!"
"Dog ate grapes off the counter, now vomiting.",Digestive Issues,Owner Observation,"Dog ate grapes off the counter, now vomiting."
"Dog has oily, smelly skin, especially along the back.",Skin Irritations,Owner Observation,"Dog has oily, smelly skin, especially along the back."
Check FeLV/FIV status in cats with demodicosis.,Parasites,Clinical Notes,Check FeLV/FIV status in cats with demodicosis.
Continue treatment for 7 days past clinical resolution.,Ear Infections,Clinical Notes,Continue treatment for 7 days past clinical resolution.
My dog's ear infections are a chronic problem requiring ongoing care.,Ear Infections,Owner Observation,My dog's ear infections are a chronic problem requiring ongoing care.
Proglottids consistent with Dipylidium caninum identified on perineal fur. Recommend concurrent flea treatment.,Parasites,Clinical Notes,Proglottids consistent with Dipylidium caninum identified on perineal fur. Recommend concurrent flea treatment.
Cat's ear canal looks very narrow.,Ear Infections,Owner Observation,Cat's ear canal looks very narrow.
Discuss Adequan (polysulfated glycosaminoglycan) injections for OA management.,Mobility Problems,Clinical Notes,Discuss Adequan (polysulfated glycosaminoglycan) injections for OA management.
My dog contracted Babesia from a tick.,Parasites,Owner Observation,My dog contracted Babesia from a tick.
Rabbit has E. cuniculi infection causing neurological/mobility issues.,Mobility Problems,Owner Observation,Rabbit has E. cuniculi infection causing neurological/mobility issues.
Recheck scheduled in 2-3 weeks to assess response to therapy.,Skin Irritations,Clinical Notes,Recheck scheduled in 2-3 weeks to assess response to therapy.
Administer gabapentin or amantadine for neuropathic pain/chronic OA pain.,Mobility Problems,Clinical Notes,Administer gabapentin or amantadine for neuropathic pain/chronic OA pain.
"My dog suddenly couldn't stand up this morning, crying in pain.",Mobility Problems,Owner Observation,"My dog suddenly couldn't stand up this morning, crying in pain."
Schedule follow-up appointment or phone call.,Digestive Issues,Clinical Notes,Schedule follow-up appointment or phone call.
Rule out parasites as a cause of chronic GI or skin condition.,Parasites,Clinical Notes,Rule out parasites as a cause of chronic GI or skin condition.
Administer praziquantel for tapeworm treatment.,Parasites,Clinical Notes,Administer praziquantel for tapeworm treatment.
Cat reacted painfully when the vet extended her hind legs.,Mobility Problems,Owner Observation,Cat reacted painfully when the vet extended her hind legs.
Allergic shiners (darkening around eyes) noted in atopic dog.,Skin Irritations,Clinical Notes,Allergic shiners (darkening around eyes) noted in atopic dog.
"Systemic antifungals (e.g., ketoconazole, itraconazole) may be needed for resistant Malassezia.",Ear Infections,Clinical Notes,"Systemic antifungals (e.g., ketoconazole, itraconazole) may be needed for resistant Malassezia."
"My cat only poops every 3-4 days, and the stool is very hard.",Digestive Issues,Owner Observation,"My cat only poops every 3-4 days, and the stool is very hard."
"Treat ear mites with topical acaricide (e.g., selamectin, moxidectin). Clean ears prior to treatment.",Parasites,Clinical Notes,"Treat ear mites with topical acaricide (e.g., selamectin, moxidectin). Clean ears prior to treatment."
Suspect supraspinatus tendinopathy; diagnostic musculoskeletal ultrasound recommended.,Mobility Problems,Clinical Notes,Suspect supraspinatus tendinopathy; diagnostic musculoskeletal ultrasound recommended.
Culture results: Pseudomonas aeruginosa resistant to multiple antibiotics; consult sensitivity report.,Skin Irritations,Clinical Notes,Culture results: Pseudomonas aeruginosa resistant to multiple antibiotics; consult sensitivity report.
Guinea pig has flaky skin around its eyes.,Skin Irritations,Owner Observation,Guinea pig has flaky skin around its eyes.
Vasculitis causing ear tip necrosis; investigate underlying cause.,Skin Irritations,Clinical Notes,Vasculitis causing ear tip necrosis; investigate underlying cause.
Schedule recheck based on severity and treatment plan.,Ear Infections,Clinical Notes,Schedule recheck based on severity and treatment plan.
Post-operative care instructions provided for aural hematoma repair.,Ear Infections,Clinical Notes,Post-operative care instructions provided for aural hematoma repair.
My budgie has crusty growths around its beak and legs.,Parasites,Owner Observation,My budgie has crusty growths around its beak and legs.
My cat has developed small scabs scattered throughout her coat.,Skin Irritations,Owner Observation,My cat has developed small scabs scattered throughout her coat.
Eosinophilic plaque identified on feline abdomen; consider allergy vs. parasitic cause. Cytology performed.,Skin Irritations,Clinical Notes,Eosinophilic plaque identified on feline abdomen; consider allergy vs. parasitic cause. Cytology performed.
"Cat's claws seem overgrown, maybe not scratching post due to pain.",Mobility Problems,Owner Observation,"Cat's claws seem overgrown, maybe not scratching post due to pain."
My rabbit stopped eating hay and seems lethargic.,Digestive Issues,Owner Observation,My rabbit stopped eating hay and seems lethargic.
Vertical ear canal ablation (VECA) performed.,Ear Infections,Clinical Notes,Vertical ear canal ablation (VECA) performed.
Cat developed arthritis in her elbow after an old fracture.,Mobility Problems,Owner Observation,Cat developed arthritis in her elbow after an old fracture.
Perform ACTH stimulation test to rule out Addison's.,Digestive Issues,Clinical Notes,Perform ACTH stimulation test to rule out Addison's.
"Wet tail (proliferative ileitis) in hamster; guarded prognosis. Initiate supportive care (fluids, antibiotics, heat).",Digestive Issues,Clinical Notes,"Wet tail (proliferative ileitis) in hamster; guarded prognosis. Initiate supportive care (fluids, antibiotics, heat)."
Seborrheic patches on belly; antifungal treatment started.,Skin Irritations,Clinical Notes,Seborrheic patches on belly; antifungal treatment started.
"Dog's limp is barely noticeable after warming up, but bad when first rising.",Mobility Problems,Owner Observation,"Dog's limp is barely noticeable after warming up, but bad when first rising."
Lameness with pain; rule out bone tumor.,Mobility Problems,Clinical Notes,Lameness with pain; rule out bone tumor.
Dog is licking the air and swallowing repeatedly.,Digestive Issues,Owner Observation,Dog is licking the air and swallowing repeatedly.
Acetate tape preparation reveals Cheyletiella spp. mites ('walking dandruff').,Parasites,Clinical Notes,Acetate tape preparation reveals Cheyletiella spp. mites ('walking dandruff').
Ferret is vomiting undigested food shortly after eating.,Digestive Issues,Owner Observation,Ferret is vomiting undigested food shortly after eating.
Cat cries out when I pick her up around her hips.,Mobility Problems,Owner Observation,Cat cries out when I pick her up around her hips.
