query,true_condition,animal_filter,top1_condition,retrieved_conditions,correct_rank,hit_at_1,hit_at_3,hit_at_5,top1_text,top1_score
My dog has osteosarcoma (bone cancer).,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Ear Infections', 'Mobility Problems', 'Mobility Problems']",4.0,False,False,True,Megacolon diagnosed radiographically in feline patient.,0.6461832523345947
The skin inside my dog's ears looks red and inflamed.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections']",3.0,False,True,True,Scaling and redness on ears; topical steroids prescribed.,0.6868737936019897
Ferret suddenly became paralyzed in the back legs.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Ear Infections', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,Assess deep pain sensation in paralyzed limbs.,0.5307343006134033
Dog is retching forcefully but producing nothing.,Digestive Issues,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues']",2.0,False,True,True,Absence of withdrawal reflex in hind limbs.,0.5870088338851929
Rabbit is scratching the base of its ears.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Mobility Problems', 'Ear Infections', 'Parasites']",1.0,True,True,True,Psoroptes cuniculi (ear mites) in rabbit causing severe crusting and inflammation.,0.6395574808120728
Rabbit is dragging one of its back legs.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Parasites', 'Ear Infections']",1.0,True,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6304217576980591
Dog has developed resistance to several types of ear drops.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",1.0,True,True,True,Recommend ear drying solution after swimming or bathing for predisposed dogs.,0.634019136428833
Puppy walks with a 'bunny hop' gait.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Skin Irritations']",1.0,True,True,True,"Gait analysis performed: observe walk, trot, turning, stairs.",0.6078202724456787
My guinea pig is losing hair symmetrically on both sides.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",3.0,False,True,True,Suspect vitamin C deficiency (scurvy) in guinea pig with lameness/reluctance to move; supplement vitamin C.,0.5953559875488281
Ferret is shaking its head due to ear mite irritation.,Parasites,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Parasites', 'Ear Infections', 'Ear Infections']",3.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6662460565567017
"Dog has developed moist, red patches under his collar.",Skin Irritations,,Ear Infections,"['Ear Infections', 'Digestive Issues', 'Parasites', 'Skin Irritations', 'Skin Irritations']",4.0,False,False,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.6569527983665466
My rabbit has developed a large abscess under its chin.,Skin Irritations,,Parasites,"['Parasites', 'Ear Infections', 'Ear Infections', 'Mobility Problems', 'Skin Irritations']",5.0,False,False,True,Severe otitis externa in rabbit due to Psoroptes cuniculi. Treat with ivermectin or selamectin. Do not manually remove crusts initially.,0.6777946949005127
My rabbit has discharge from its eye on the same side as the droopy ear.,Ear Infections,,Parasites,"['Parasites', 'Mobility Problems', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",3.0,False,True,True,Severe otitis externa in rabbit due to Psoroptes cuniculi. Treat with ivermectin or selamectin. Do not manually remove crusts initially.,0.6541959047317505
"My cat brings food back up almost immediately after eating, looks undigested.",Digestive Issues,,Ear Infections,"['Ear Infections', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",2.0,False,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.593990683555603
My guinea pig has sores on the bottoms of its feet.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations']",2.0,False,True,True,"Severe ulcerative pododermatitis (bumblefoot) in guinea pig; debride, bandage, systemic antibiotics, improve husbandry.",0.6935367584228516
"Guinea pig seems lethargic and thin, maybe internal parasites?",Parasites,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Parasites']",5.0,False,False,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.5973720550537109
"Dog has thickened, rough skin inside the ear canal (cobblestone appearance).",Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Digestive Issues', 'Ear Infections']",1.0,True,True,True,Unilateral otitis externa in older dog with mass obstructing canal. Biopsy confirms ceruminous gland adenocarcinoma.,0.6901086568832397
My rabbit caught fleas from our dog.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Parasites', 'Parasites']",1.0,True,True,True,Ensure rabbit environment is clean to prevent flystrike.,0.6589358448982239
"My cat has what looks like dandruff, but it moves.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Digestive Issues', 'Mobility Problems', 'Skin Irritations']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6275630593299866
"Guinea pig is staying in one corner of the cage, not exploring.",Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Absence of withdrawal reflex in hind limbs.,0.4834291636943817
"Cat is scratching her neck raw, right where the collar sits.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.5496031641960144
Guinea pig has vitamin C deficiency (scurvy) causing joint pain.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Parasites', 'Skin Irritations', 'Mobility Problems']",1.0,True,True,True,Hypovitaminosis C (scurvy) suspected in anorexic guinea pig with painful joints/lameness. Supplement Vitamin C immediately.,0.8082886338233948
Cat has sores on her lips and tongue.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations', 'Ear Infections']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6270701885223389
Cat has scratches and scabs around her ears from scratching.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Parasites', 'Ear Infections', 'Skin Irritations']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.701790452003479
My dog has exercise-induced weakness due to myasthenia gravis.,Mobility Problems,,Ear Infections,"['Ear Infections', 'Mobility Problems', 'Ear Infections', 'Mobility Problems', 'Digestive Issues']",2.0,False,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.6440297365188599
My cat has been hiding under the bed and won't eat.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.5794695615768433
My dog has panosteitis (growing pains).,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Mobility Problems', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.7829354405403137
My cat has fleas even though she's an indoor cat.,Parasites,,Parasites,"['Parasites', 'Parasites', 'Parasites', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Recommend environmental flea treatment (vacuuming, washing bedding, premise spray).",0.6556830406188965
My dog has severe hip dysplasia confirmed by x-rays.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,Radiographs confirm moderate to severe hip dysplasia with secondary OA changes.,0.7400718927383423
My dog has flaky skin along his spine.,Parasites,,Skin Irritations,"['Skin Irritations', 'Parasites', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",2.0,False,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6840925216674805
My rabbit has 'walking dandruff' mites (Cheyletiella).,Parasites,,Skin Irritations,"['Skin Irritations', 'Parasites', 'Parasites', 'Mobility Problems', 'Parasites']",2.0,False,True,True,Cheyletiella mites ('walking dandruff') identified on surface tape prep.,0.7304462790489197
Kitten has Coccidia causing bloody diarrhea.,Parasites,,Digestive Issues,"['Digestive Issues', 'Parasites', 'Parasites', 'Ear Infections', 'Digestive Issues']",2.0,False,True,True,Blood in stool; rule out ulceration.,0.6013169288635254
My dog keeps shaking his head violently and scratching at his right ear.,Ear Infections,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",2.0,False,True,True,Educate owner on signs of worsening neurological function.,0.6084808707237244
"My puppy is having diarrhea accidents inside, seems urgent.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.644729495048523
"Dog has greasy, pale, voluminous stools.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Blood in stool; rule out ulceration.,0.6848404407501221
Cat is sensitive to noises.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Skin Irritations', 'Skin Irritations']",2.0,False,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6674371361732483
"Guinea pig is limping, possibly due to lack of Vitamin C.",Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Parasites', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Suspect vitamin C deficiency (scurvy) in guinea pig with lameness/reluctance to move; supplement vitamin C.,0.7662925124168396
Puppy is small for his age and has chronic soft stools.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Advise slow transition when changing pet foods.,0.6320207118988037
Rabbit is holding its head tilted and seems unbalanced.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Parasites']",1.0,True,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.7006620764732361
My cat has vomited several times today and is now hiding.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6674341559410095
"My cat has rapid, involuntary eye movements (nystagmus).",Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Digestive Issues', 'Ear Infections']",3.0,False,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6458708047866821
Cat seems deaf in one ear.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Mobility Problems', 'Ear Infections']",1.0,True,True,True,Nasopharyngeal polyp visualized extending into external ear canal in young cat.,0.6739992499351501
My cat has really bad breath and sometimes vomits yellow foam.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Ear Infections', 'Digestive Issues', 'Skin Irritations']",1.0,True,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6545935869216919
"Kitten is anemic (pale gums) and lethargic, suspecting heavy flea or worm burden.",Parasites,,Parasites,"['Parasites', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Anemia (low PCV) noted, likely secondary to heavy hookworm or flea burden.",0.6977964639663696
Rabbit has a fractured leg.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Skin Irritations', 'Parasites']",2.0,False,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.65550696849823
Dog is swallowing repeatedly and licking his nose.,Digestive Issues,,Ear Infections,"['Ear Infections', 'Digestive Issues', 'Skin Irritations', 'Parasites', 'Skin Irritations']",2.0,False,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.5994259119033813
My dog has developed dark pigmentation on previously pink skin.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Parasites']",1.0,True,True,True,Psychogenic alopecia diagnosed in feline patient; behavioral modification and medication discussed.,0.6526861190795898
