text,condition,record_type,clean_text
"Systematic orthopedic examination performed, isolating pain/instability to specific joint/bone.",Mobility Problems,Clinical Notes,"Systematic orthopedic examination performed, isolating pain/instability to specific joint/bone."
Demonstrate ear cleaning technique to owner.,Ear Infections,Clinical Notes,Demonstrate ear cleaning technique to owner.
Cleaned ears thoroughly with ceruminolytic agent; owner instructed on home cleaning.,Ear Infections,Clinical Notes,Cleaned ears thoroughly with ceruminolytic agent; owner instructed on home cleaning.
Foreign body identified on radiograph; proceed to surgery.,Digestive Issues,Clinical Notes,Foreign body identified on radiograph; proceed to surgery.
"Pattern baldness (e.g., pinnal, ventral) noted; likely cosmetic.",Skin Irritations,Clinical Notes,"Pattern baldness (e.g., pinnal, ventral) noted; likely cosmetic."
"Assess hydration: CRT <2s, moist MM, good skin turgor. Patient appears euhydrated.",Digestive Issues,Clinical Notes,"Assess hydration: CRT <2s, moist MM, good skin turgor. Patient appears euhydrated."
"Use moxidectin (Advantage Multi, ProHeart) for heartworm, fleas, roundworms, hookworms, whipworms, sarcoptic mange, ear mites (depending on formulation/species).",Parasites,Clinical Notes,"Use moxidectin (Advantage Multi, ProHeart) for heartworm, fleas, roundworms, hookworms, whipworms, sarcoptic mange, ear mites (depending on formulation/species)."
Gastric motility issue; prescribe prokinetics.,Digestive Issues,Clinical Notes,Gastric motility issue; prescribe prokinetics.
Alopecia and crusting on belly; test for yeast infection.,Skin Irritations,Clinical Notes,Alopecia and crusting on belly; test for yeast infection.
Fecal direct smear shows motile Giardia trophozoites. Zinc sulfate flotation confirms cysts.,Parasites,Clinical Notes,Fecal direct smear shows motile Giardia trophozoites. Zinc sulfate flotation confirms cysts.
"Skin fragility syndrome in older cat; handle gently, check for underlying conditions (hyperadrenocorticism, diabetes).",Skin Irritations,Clinical Notes,"Skin fragility syndrome in older cat; handle gently, check for underlying conditions (hyperadrenocorticism, diabetes)."
"Educate owner on parasite transmission routes (fecal-oral, vectors, transplacental, transmammary).",Parasites,Clinical Notes,"Educate owner on parasite transmission routes (fecal-oral, vectors, transplacental, transmammary)."
"Consider fecal PCR testing for diagnosing difficult parasites (e.g., Tritrichomonas).",Parasites,Clinical Notes,"Consider fecal PCR testing for diagnosing difficult parasites (e.g., Tritrichomonas)."
Provide written discharge instructions.,Ear Infections,Clinical Notes,Provide written discharge instructions.
Acute vomiting and diarrhea; suspect gastroenteritis.,Digestive Issues,Clinical Notes,Acute vomiting and diarrhea; suspect gastroenteritis.
Urticaria/angioedema likely due to insect sting/bite; administer diphenhydramine and dexamethasone.,Skin Irritations,Clinical Notes,Urticaria/angioedema likely due to insect sting/bite; administer diphenhydramine and dexamethasone.
Pain elicited on opening mouth fully; may indicate TMJ involvement or referred pain from otitis media.,Ear Infections,Clinical Notes,Pain elicited on opening mouth fully; may indicate TMJ involvement or referred pain from otitis media.
Juvenile cellulitis ('puppy strangles') diagnosed; initiate immunosuppressive steroid therapy.,Skin Irritations,Clinical Notes,Juvenile cellulitis ('puppy strangles') diagnosed; initiate immunosuppressive steroid therapy.
Arthrocentesis performed; joint fluid analysis pending.,Mobility Problems,Clinical Notes,Arthrocentesis performed; joint fluid analysis pending.
Suspect otitis media secondary to chronic otitis externa based on head tilt and pain.,Ear Infections,Clinical Notes,Suspect otitis media secondary to chronic otitis externa based on head tilt and pain.
"Recommend environmental modifications (ramps, non-slip flooring, raised feeders, orthopedic bed).",Mobility Problems,Clinical Notes,"Recommend environmental modifications (ramps, non-slip flooring, raised feeders, orthopedic bed)."
Advise strict confinement to prevent falls/injury in ataxic patients.,Ear Infections,Clinical Notes,Advise strict confinement to prevent falls/injury in ataxic patients.
Emphasize that many ear conditions require lifelong management rather than a cure.,Ear Infections,Clinical Notes,Emphasize that many ear conditions require lifelong management rather than a cure.
Fecal PCR for Tritrichomonas foetus recommended for refractory feline diarrhea.,Digestive Issues,Clinical Notes,Fecal PCR for Tritrichomonas foetus recommended for refractory feline diarrhea.
Unilateral otitis externa in older dog with mass obstructing canal. Biopsy confirms ceruminous gland adenocarcinoma.,Ear Infections,Clinical Notes,Unilateral otitis externa in older dog with mass obstructing canal. Biopsy confirms ceruminous gland adenocarcinoma.
Pain medication trial initiated to assess response.,Mobility Problems,Clinical Notes,Pain medication trial initiated to assess response.
"Video otoscopy performed for thorough cleaning, myringotomy, and middle ear flush/culture.",Ear Infections,Clinical Notes,"Video otoscopy performed for thorough cleaning, myringotomy, and middle ear flush/culture."
Lymphangiectasia suspected based on ultrasound and hypoalbuminemia.,Digestive Issues,Clinical Notes,Lymphangiectasia suspected based on ultrasound and hypoalbuminemia.
Skin biopsy submitted for histopathology to rule out neoplasia/immune-mediated condition.,Skin Irritations,Clinical Notes,Skin biopsy submitted for histopathology to rule out neoplasia/immune-mediated condition.
Bacterial ear infection; start oral antibiotics.,Ear Infections,Clinical Notes,Bacterial ear infection; start oral antibiotics.
Positive response to Tensilon (edrophonium chloride) injection supports diagnosis of myasthenia gravis.,Mobility Problems,Clinical Notes,Positive response to Tensilon (edrophonium chloride) injection supports diagnosis of myasthenia gravis.
Schedule follow-up appointment to monitor progress.,Mobility Problems,Clinical Notes,Schedule follow-up appointment to monitor progress.
"Stress importance of completing entire course of antibiotics/antifungals, even if ears look better.",Ear Infections,Clinical Notes,"Stress importance of completing entire course of antibiotics/antifungals, even if ears look better."
Fecal Giardia antigen test performed using SNAP or ELISA method.,Parasites,Clinical Notes,Fecal Giardia antigen test performed using SNAP or ELISA method.
"Recommend highly digestible therapeutic diet (e.g., Hill's i/d, Royal Canin GI).",Digestive Issues,Clinical Notes,"Recommend highly digestible therapeutic diet (e.g., Hill's i/d, Royal Canin GI)."
"Provide detailed estimate covering costs of diagnostics (radiographs, bloodwork, MRI) and potential treatments (medications, surgery, rehab).",Mobility Problems,Clinical Notes,"Provide detailed estimate covering costs of diagnostics (radiographs, bloodwork, MRI) and potential treatments (medications, surgery, rehab)."
Teach owner passive range of motion (PROM) exercises and massage techniques.,Mobility Problems,Clinical Notes,Teach owner passive range of motion (PROM) exercises and massage techniques.
"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",Skin Irritations,Clinical Notes,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism."
No evidence of ectoparasites on thorough examination.,Skin Irritations,Clinical Notes,No evidence of ectoparasites on thorough examination.
Cutaneous trunci reflex absent caudal to L1 dermatome.,Mobility Problems,Clinical Notes,Cutaneous trunci reflex absent caudal to L1 dermatome.
Palpable 'sausage-like' mass in mid-abdomen; ultrasound confirms intussusception. Surgical correction required.,Digestive Issues,Clinical Notes,Palpable 'sausage-like' mass in mid-abdomen; ultrasound confirms intussusception. Surgical correction required.
Recommend advanced imaging (CT scan) to evaluate extent of middle/inner ear involvement and rule out neoplasia.,Ear Infections,Clinical Notes,Recommend advanced imaging (CT scan) to evaluate extent of middle/inner ear involvement and rule out neoplasia.
Giardia antigen test positive; prescribe fenbendazole.,Digestive Issues,Clinical Notes,Giardia antigen test positive; prescribe fenbendazole.
Direct fecal smear performed to look for motile trophozoites (Giardia).,Parasites,Clinical Notes,Direct fecal smear performed to look for motile trophozoites (Giardia).
"Horner's syndrome (miosis, ptosis, enophthalmos) noted; likely due to middle ear pathology.",Ear Infections,Clinical Notes,"Horner's syndrome (miosis, ptosis, enophthalmos) noted; likely due to middle ear pathology."
"Hepatic encephalopathy suspected due to neurological signs (head pressing, disorientation) and liver dysfunction (elevated bile acids).",Digestive Issues,Clinical Notes,"Hepatic encephalopathy suspected due to neurological signs (head pressing, disorientation) and liver dysfunction (elevated bile acids)."
Plasma cell pododermatitis ('pillow foot') diagnosed in cat.,Skin Irritations,Clinical Notes,Plasma cell pododermatitis ('pillow foot') diagnosed in cat.
"Melena reported by owner; confirmed on rectal thermometer. Indicates upper GI bleeding. Start gastroprotectants (famotidine/omeprazole, sucralfate).",Digestive Issues,Clinical Notes,"Melena reported by owner; confirmed on rectal thermometer. Indicates upper GI bleeding. Start gastroprotectants (famotidine/omeprazole, sucralfate)."
Seborrhea oleosa diagnosed; recommend medicated shampoo with benzoyl peroxide.,Skin Irritations,Clinical Notes,Seborrhea oleosa diagnosed; recommend medicated shampoo with benzoyl peroxide.
Prescribe metronidazole for Giardia infection (off-label use).,Parasites,Clinical Notes,Prescribe metronidazole for Giardia infection (off-label use).
"Discuss potential side effects of medications (e.g., steroids, Apoquel).",Skin Irritations,Clinical Notes,"Discuss potential side effects of medications (e.g., steroids, Apoquel)."
"Discuss surgical options for CCL rupture (TPLO, TTA, lateral suture) vs. medical management.",Mobility Problems,Clinical Notes,"Discuss surgical options for CCL rupture (TPLO, TTA, lateral suture) vs. medical management."
"Radiographs show shallow acetabula, femoral head subluxation, and severe DJD consistent with chronic hip dysplasia.",Mobility Problems,Clinical Notes,"Radiographs show shallow acetabula, femoral head subluxation, and severe DJD consistent with chronic hip dysplasia."
Otitis externa frequently secondary to underlying primary cause.,Ear Infections,Clinical Notes,Otitis externa frequently secondary to underlying primary cause.
Recommend testing for tick-borne conditions 4-6 weeks after tick exposure.,Parasites,Clinical Notes,Recommend testing for tick-borne conditions 4-6 weeks after tick exposure.
Rule out trauma as cause of aural hematoma.,Ear Infections,Clinical Notes,Rule out trauma as cause of aural hematoma.
Excoriated sores on back; rule out bacterial infection.,Skin Irritations,Clinical Notes,Excoriated sores on back; rule out bacterial infection.
"Moderate regenerative anemia (PCV 25%, reticulocytes elevated) likely due to chronic hookworm infestation.",Parasites,Clinical Notes,"Moderate regenerative anemia (PCV 25%, reticulocytes elevated) likely due to chronic hookworm infestation."
